npersons,years_in_uni,oldest_age,field,RFCD.Code.1,midpoint,status
1.0,1,37.0,0,270105,1,1
3.0,1,67.0,0,270708,1,0
2.0,1,41.0,0,270103,1,1
1.0,0,42.0,0,270103,1,1
1.0,1,57.0,0,270210,1,1
1.0,1,42.0,0,270106,1,1
2.0,2,43.0,0,270199,1,1
2.0,0,41.0,0,270199,1,1
3.0,2,47.0,0,270103,1,1
1.0,0,38.0,0,270106,1,1
7.0,1,48.0,0,270210,1,0
1.0,0,33.0,0,270603,1,0
3.0,2,62.0,0,270205,1,1
5.0,2,41.0,1,240301,1,1
2.0,0,56.0,4,370201,1,1
2.0,1,46.0,0,270201,1,1
4.0,2,67.0,3,380106,1,0
1.0,2,50.0,0,270199,1,1
1.0,0,33.0,0,270106,1,1
3.0,2,56.0,1,240101,1,1
3.0,0,47.0,1,240101,1,1
1.0,0,40.0,0,270103,1,1
1.0,1,30.0,0,270205,1,1
2.0,0,47.0,0,270303,1,0
1.0,2,46.0,0,270802,2,0
1.0,0,42.0,0,270103,2,1
1.0,1,37.0,0,270106,2,1
1.0,1,52.0,0,270103,2,1
1.0,2,46.0,0,270199,2,1
3.0,1,57.0,0,270210,2,1
3.0,0,36.0,0,270108,2,0
2.0,1,52.0,0,270103,2,1
1.0,0,31.0,0,270205,2,1
3.0,1,48.0,3,380103,2,1
1.0,2,48.0,0,270205,2,1
2.0,2,57.0,2,250302,2,1
2.0,0,37.0,1,240402,2,1
4.0,2,56.0,0,270203,2,0
2.0,0,43.0,0,270106,2,1
1.0,1,47.0,0,270303,2,1
2.0,0,52.0,0,270203,2,0
1.0,1,47.0,0,270199,2,1
1.0,1,38.0,0,270106,2,1
1.0,2,56.0,0,270202,2,1
2.0,1,48.0,0,270101,2,1
1.0,0,56.0,0,270103,2,0
3.0,2,62.0,2,250301,2,1
1.0,2,52.0,1,240302,2,1
1.0,0,42.0,0,270107,2,1
1.0,2,46.0,3,380102,2,1
2.0,2,67.0,0,270299,2,0
1.0,1,46.0,0,270106,2,1
2.0,1,41.0,4,370199,2,0
2.0,0,42.0,0,270103,2,1
3.0,1,55.0,3,380199,2,1
5.0,1,47.0,0,270103,2,1
1.0,1,43.0,0,270299,2,0
1.0,2,46.0,0,270103,2,1
2.0,1,48.0,0,270203,2,1
1.0,0,41.0,0,270602,2,0
1.0,0,38.0,0,270103,2,0
1.0,2,46.0,3,380102,2,1
6.0,0,45.0,0,270299,2,1
2.0,0,62.0,0,270107,2,1
1.0,2,58.0,0,270201,2,1
1.0,1,58.0,0,270199,2,1
2.0,1,58.0,0,270199,2,1
1.0,0,58.0,4,370105,2,0
7.0,2,52.0,1,240401,2,1
1.0,0,41.0,0,270103,2,1
6.0,0,52.0,0,270203,2,1
1.0,0,47.0,0,270299,2,1
1.0,0,42.0,0,270106,2,1
2.0,1,51.0,0,270103,2,1
15.0,2,52.0,2,250503,2,1
2.0,2,56.0,0,270899,2,0
1.0,1,52.0,0,270103,2,0
3.0,1,47.0,0,270106,2,1
1.0,2,46.0,1,240201,2,1
1.0,1,42.0,0,270299,2,1
2.0,2,46.0,1,240204,2,1
2.0,0,51.0,0,270207,2,1
1.0,0,45.0,0,270303,2,1
1.0,0,57.0,0,270401,2,0
1.0,1,43.0,0,270199,2,1
6.0,2,66.0,1,240302,3,1
6.0,0,62.0,0,270208,3,1
6.0,2,66.0,1,240302,3,1
3.0,2,46.0,0,270303,3,1
10.0,2,57.0,1,240101,3,1
2.0,2,56.0,0,270802,3,0
1.0,0,47.0,0,270304,3,1
2.0,2,47.0,1,240302,3,1
3.0,0,46.0,0,270107,3,0
13.0,2,65.0,0,270299,3,1
3.0,0,40.0,2,250103,3,1
10.0,0,36.0,0,270108,3,1
6.0,2,67.0,0,270708,3,0
1.0,2,67.0,0,270299,3,0
1.0,2,46.0,1,240499,3,1
1.0,2,26.0,1,240204,3,0
4.0,2,55.0,0,270708,0,0
1.0,0,41.0,0,270801,0,0
1.0,2,45.0,4,370107,0,0
1.0,1,40.0,0,270299,0,0
4.0,1,45.0,0,270603,0,0
1.0,1,57.0,0,270210,0,0
1.0,0,51.0,2,250201,0,1
2.0,0,50.0,3,380107,0,0
2.0,2,55.0,0,270403,0,1
2.0,0,50.0,0,270708,0,1
1.0,1,41.0,0,270299,0,0
1.0,0,36.0,0,270708,0,0
1.0,0,30.0,2,250200,0,0
3.0,2,56.0,0,270304,0,1
2.0,1,50.0,0,270103,0,1
1.0,0,55.0,1,240101,0,0
2.0,0,40.0,0,270199,0,1
3.0,0,50.0,0,270699,0,0
1.0,0,30.0,0,270106,0,1
1.0,0,35.0,0,270208,0,0
1.0,0,25.0,0,270106,0,0
2.0,2,60.0,0,270199,0,1
1.0,0,41.0,2,250101,0,0
4.0,2,41.0,1,240401,0,1
1.0,2,30.0,1,240499,0,1
2.0,0,40.0,0,270103,0,1
1.0,0,40.0,3,380299,0,1
1.0,0,41.0,3,380107,0,0
1.0,0,35.0,2,250103,0,0
1.0,0,40.0,0,270306,0,1
2.0,2,40.0,1,240301,0,1
2.0,0,35.0,0,270203,0,1
3.0,1,41.0,0,270103,0,0
1.0,0,31.0,0,270603,0,0
1.0,0,35.0,0,270203,0,0
2.0,0,50.0,0,270501,0,1
1.0,2,46.0,1,240201,0,0
2.0,1,40.0,0,270603,0,0
2.0,0,51.0,3,380107,0,0
1.0,2,40.0,1,240401,0,1
3.0,0,50.0,0,270802,0,0
3.0,2,55.0,0,270199,0,1
1.0,0,35.0,2,250103,0,1
5.0,0,62.0,3,380103,0,0
3.0,2,47.0,0,270801,0,0
2.0,1,55.0,4,370105,0,1
2.0,0,45.0,0,270304,0,0
4.0,0,38.0,0,270103,0,0
2.0,0,40.0,0,270205,0,1
1.0,0,40.0,0,270199,0,1
1.0,2,46.0,0,270000,0,0
1.0,2,65.0,0,270404,0,0
1.0,2,46.0,0,270105,0,0
1.0,2,46.0,1,240302,0,0
3.0,2,55.0,0,270702,0,1
1.0,0,60.0,4,370302,0,1
1.0,0,35.0,1,240101,0,1
1.0,0,50.0,0,270203,0,0
2.0,1,40.0,0,270707,0,1
1.0,1,38.0,1,240201,0,0
5.0,2,40.0,3,380103,0,0
1.0,0,43.0,1,240302,0,0
1.0,0,33.0,2,250103,0,0
1.0,0,32.0,0,270203,0,0
1.0,0,33.0,3,380103,0,0
1.0,2,60.0,4,370602,0,0
1.0,2,45.0,3,380208,0,1
2.0,0,40.0,0,270208,0,0
1.0,2,55.0,0,270899,0,0
3.0,0,55.0,3,380107,0,0
2.0,1,37.0,0,270702,0,0
6.0,0,46.0,0,270303,0,1
1.0,2,60.0,2,250204,0,0
1.0,2,60.0,0,270100,0,1
2.0,1,56.0,0,270299,0,0
3.0,2,56.0,0,270299,0,0
4.0,0,48.0,0,270205,0,0
1.0,0,43.0,2,250301,0,0
1.0,0,35.0,0,270199,0,0
3.0,0,65.0,1,240302,0,1
1.0,0,45.0,1,240101,0,0
1.0,0,46.0,0,270401,0,1
2.0,2,55.0,0,270703,0,1
1.0,2,55.0,0,270403,0,1
2.0,2,55.0,3,380106,0,1
3.0,0,61.0,4,370199,0,0
2.0,0,50.0,0,270703,0,0
1.0,1,41.0,0,270106,0,0
2.0,0,35.0,0,270702,0,0
1.0,0,45.0,3,380201,0,1
1.0,2,51.0,0,270199,0,1
1.0,0,35.0,3,380103,0,0
1.0,0,56.0,0,270201,0,1
1.0,0,46.0,0,270103,0,1
1.0,2,46.0,0,270708,0,0
6.0,0,56.0,0,270207,0,0
2.0,2,56.0,0,270105,0,0
1.0,1,40.0,0,270103,0,0
1.0,0,30.0,0,270502,0,1
2.0,1,41.0,0,270299,0,0
1.0,0,60.0,3,380102,0,0
1.0,0,31.0,0,270603,0,0
3.0,1,48.0,0,270106,0,0
1.0,2,66.0,0,270299,0,0
1.0,2,47.0,1,240202,0,1
2.0,2,55.0,0,270703,0,1
1.0,2,46.0,0,270802,0,0
2.0,1,46.0,0,270105,0,0
4.0,2,40.0,3,380103,0,0
1.0,2,40.0,3,380103,0,1
2.0,2,40.0,0,270210,0,0
5.0,2,45.0,2,250502,0,1
1.0,2,46.0,0,270205,0,1
1.0,0,41.0,0,270105,0,0
1.0,0,35.0,0,270208,0,0
2.0,0,40.0,3,380101,0,1
1.0,2,46.0,3,380102,0,0
1.0,0,35.0,0,270303,0,1
1.0,0,46.0,4,370302,0,0
4.0,2,60.0,3,380105,0,1
2.0,1,45.0,0,270201,0,1
1.0,1,41.0,4,370199,0,0
2.0,0,41.0,3,380101,0,0
1.0,0,55.0,0,270201,0,1
1.0,2,45.0,1,240302,0,1
1.0,2,65.0,1,240302,0,0
1.0,2,46.0,0,270107,0,0
1.0,0,35.0,0,270208,0,0
2.0,0,45.0,0,270199,0,0
2.0,0,46.0,0,270102,0,0
2.0,0,30.0,3,380103,0,1
2.0,0,40.0,2,250199,0,0
2.0,1,45.0,0,270603,0,0
1.0,0,45.0,0,270803,0,0
3.0,1,55.0,0,270104,0,1
4.0,1,40.0,0,270702,0,1
2.0,2,50.0,0,270199,0,0
2.0,2,66.0,3,380201,0,0
3.0,2,56.0,2,250106,0,0
1.0,0,40.0,1,240401,0,1
1.0,2,31.0,0,270201,0,0
2.0,0,61.0,3,380107,0,0
1.0,0,31.0,2,250103,0,0
2.0,2,66.0,0,270201,0,0
6.0,2,65.0,1,240302,0,1
1.0,0,31.0,0,270701,0,0
1.0,0,41.0,2,250204,0,0
2.0,2,50.0,3,380106,0,1
3.0,1,55.0,0,270201,0,0
2.0,0,41.0,0,270301,0,0
2.0,2,45.0,0,270205,0,1
1.0,2,46.0,0,270103,0,0
4.0,2,70.0,3,380107,0,1
1.0,2,45.0,2,250303,0,0
3.0,0,51.0,0,270102,0,0
1.0,0,45.0,0,270304,0,1
1.0,0,51.0,0,270205,0,0
2.0,1,45.0,0,270603,0,0
1.0,0,30.0,1,240201,0,1
3.0,2,55.0,2,250104,0,1
2.0,0,35.0,3,380107,0,0
2.0,2,77.0,2,250501,0,0
4.0,2,45.0,1,240302,0,0
2.0,0,56.0,3,380206,0,0
1.0,2,46.0,0,270106,0,1
1.0,0,50.0,3,380207,0,0
1.0,0,41.0,0,270402,0,0
1.0,0,27.0,2,250501,0,0
3.0,2,47.0,0,270105,0,0
1.0,0,36.0,3,380103,0,0
2.0,1,45.0,0,270603,0,0
1.0,1,45.0,0,270603,0,0
1.0,2,50.0,0,270106,0,1
1.0,0,25.0,0,270106,0,0
1.0,1,45.0,0,270603,0,0
5.0,2,51.0,0,270303,0,1
1.0,2,61.0,0,270201,0,0
1.0,2,46.0,2,250103,0,0
1.0,1,41.0,0,270106,0,1
2.0,1,61.0,0,270103,0,0
1.0,0,31.0,0,270707,0,0
1.0,2,56.0,1,240101,0,0
1.0,2,51.0,0,270402,0,0
5.0,2,66.0,3,380205,0,0
1.0,2,46.0,1,240302,0,0
1.0,2,46.0,0,270703,0,0
1.0,1,46.0,0,270205,0,0
5.0,0,71.0,3,380107,0,0
3.0,0,66.0,0,270103,0,0
3.0,0,51.0,2,250302,0,0
1.0,2,46.0,4,370302,0,0
1.0,0,31.0,3,380204,0,0
1.0,1,56.0,4,370502,0,0
1.0,2,31.0,0,270102,0,0
3.0,2,57.0,0,270199,0,0
1.0,0,46.0,4,370104,0,0
1.0,2,36.0,0,270101,0,0
1.0,1,57.0,0,270210,0,0
2.0,0,50.0,0,270199,0,1
1.0,0,33.0,0,270199,0,0
1.0,0,35.0,0,270702,0,1
1.0,0,45.0,0,270303,0,1
1.0,0,35.0,1,240402,0,1
1.0,0,40.0,0,270103,0,1
1.0,0,50.0,0,270207,0,1
1.0,1,55.0,0,270210,0,1
2.0,0,72.0,3,380107,0,0
1.0,0,35.0,2,250301,0,1
1.0,1,45.0,0,270603,0,1
1.0,2,55.0,0,270304,0,1
1.0,2,40.0,1,240499,0,1
3.0,2,46.0,1,240401,0,0
2.0,1,43.0,0,270299,0,0
1.0,2,33.0,0,270106,0,0
2.0,1,46.0,0,270103,0,0
2.0,1,41.0,0,270106,0,0
2.0,2,61.0,3,380103,0,0
1.0,1,46.0,0,270201,0,0
1.0,2,57.0,3,380201,0,0
4.0,0,42.0,0,270708,0,0
1.0,0,48.0,0,270804,0,0
2.0,2,51.0,0,270210,0,1
2.0,2,42.0,0,270103,0,0
1.0,1,47.0,0,270103,0,0
3.0,2,48.0,1,240401,0,0
2.0,1,51.0,3,380107,0,0
1.0,1,41.0,0,270299,0,0
2.0,0,51.0,3,380107,0,0
1.0,0,46.0,0,270106,0,0
1.0,0,36.0,0,270207,0,0
1.0,1,36.0,3,380103,0,1
1.0,0,36.0,0,270203,0,1
1.0,0,31.0,1,240101,0,0
1.0,2,51.0,0,270603,0,0
2.0,0,51.0,0,270203,0,1
1.0,2,46.0,0,270210,0,0
1.0,0,66.0,0,270503,0,0
1.0,0,36.0,0,270203,0,0
2.0,2,41.0,0,270106,0,1
2.0,2,41.0,0,270801,0,0
1.0,0,36.0,0,270106,0,0
4.0,1,47.0,0,270299,0,0
1.0,0,66.0,0,270708,0,0
2.0,2,52.0,0,270103,0,0
1.0,2,57.0,0,270199,0,0
4.0,0,51.0,0,270802,0,1
2.0,0,37.0,0,270708,0,0
1.0,0,52.0,2,250201,0,0
1.0,1,36.0,0,270603,0,0
1.0,2,31.0,1,240499,0,1
1.0,1,41.0,0,270103,0,0
2.0,0,42.0,3,380101,0,0
1.0,0,51.0,0,270199,0,0
1.0,2,46.0,0,270205,0,0
2.0,0,43.0,0,270106,0,0
1.0,0,33.0,2,250602,0,0
2.0,2,47.0,0,270205,0,0
3.0,2,41.0,3,380103,0,0
1.0,0,43.0,1,240301,0,0
1.0,0,52.0,4,370107,0,0
3.0,1,42.0,0,270299,0,0
1.0,2,53.0,0,270708,0,0
1.0,0,31.0,0,270303,0,0
1.0,1,46.0,0,270102,0,0
2.0,0,41.0,0,270208,0,1
1.0,1,43.0,3,380102,0,0
2.0,1,48.0,0,270303,0,0
1.0,1,31.0,0,270599,0,0
2.0,2,31.0,1,240402,0,0
2.0,0,47.0,0,270207,0,0
2.0,2,46.0,1,240302,0,0
1.0,0,46.0,0,270207,0,0
2.0,0,38.0,2,250104,0,0
1.0,0,41.0,3,380101,0,0
3.0,0,52.0,0,270802,0,0
3.0,2,42.0,3,380103,0,0
3.0,1,47.0,0,270102,0,0
2.0,1,57.0,0,270103,0,0
4.0,2,52.0,0,270199,0,0
3.0,0,36.0,0,270702,0,0
2.0,2,43.0,0,270603,0,0
2.0,2,48.0,2,250104,0,0
3.0,2,48.0,3,380205,0,0
1.0,1,41.0,0,270603,0,0
1.0,0,46.0,0,270103,0,0
2.0,1,42.0,0,270199,0,0
1.0,2,33.0,1,240499,0,0
4.0,1,47.0,0,270299,0,0
1.0,0,38.0,1,240301,0,0
6.0,2,63.0,3,380105,0,0
2.0,2,53.0,0,270201,0,0
1.0,0,48.0,4,370302,0,0
2.0,2,41.0,0,270103,0,0
6.0,0,48.0,4,370199,0,0
3.0,1,57.0,0,270299,0,0
2.0,2,46.0,4,370699,0,0
2.0,2,33.0,0,270799,0,0
2.0,0,33.0,1,240302,0,0
1.0,2,46.0,1,240201,0,0
3.0,1,56.0,4,370602,0,0
1.0,2,31.0,0,270106,0,0
1.0,0,53.0,3,380201,0,0
1.0,2,46.0,0,270106,0,0
1.0,2,48.0,0,270105,0,0
2.0,1,46.0,0,270603,0,0
2.0,0,53.0,0,270202,0,0
4.0,1,56.0,0,270299,0,0
1.0,1,46.0,0,270603,0,0
3.0,1,38.0,0,270108,0,0
1.0,0,31.0,1,240302,0,0
1.0,0,27.0,0,270106,0,0
4.0,1,63.0,3,380207,0,0
1.0,2,46.0,0,270210,0,0
1.0,0,36.0,0,270103,0,0
1.0,2,46.0,0,270103,0,0
4.0,2,63.0,3,380304,0,0
1.0,0,37.0,0,270602,0,0
2.0,0,56.0,0,270499,0,1
6.0,0,53.0,3,380105,0,0
1.0,2,46.0,0,270210,0,0
2.0,0,66.0,0,270708,0,0
2.0,2,51.0,3,380108,0,1
2.0,2,46.0,2,250104,0,0
1.0,1,46.0,3,380201,0,0
1.0,2,46.0,1,240204,0,1
1.0,2,56.0,0,270106,0,1
1.0,2,36.0,1,240101,0,0
5.0,1,58.0,0,270299,0,0
1.0,0,37.0,2,250104,0,0
3.0,2,46.0,0,270801,0,0
2.0,2,46.0,4,370699,0,0
2.0,0,36.0,3,380107,0,0
1.0,0,36.0,0,270701,0,1
2.0,0,62.0,4,370105,0,0
1.0,0,37.0,0,270205,0,0
5.0,0,51.0,0,270207,0,0
1.0,0,36.0,0,270107,0,0
3.0,2,61.0,0,270209,0,0
2.0,0,61.0,4,370601,0,0
4.0,2,56.0,0,270108,0,0
1.0,0,32.0,1,240101,0,1
2.0,0,41.0,0,270208,0,0
1.0,2,42.0,2,250303,0,1
1.0,2,36.0,1,240101,0,1
1.0,0,41.0,0,270103,0,0
1.0,2,56.0,0,270603,0,0
1.0,1,38.0,0,270105,0,0
2.0,2,63.0,0,270199,0,0
3.0,2,41.0,3,380103,0,0
1.0,2,51.0,0,270210,0,0
2.0,2,61.0,0,270301,0,0
2.0,1,46.0,0,270603,0,0
2.0,0,51.0,0,270207,0,0
4.0,2,47.0,3,380205,0,0
2.0,0,56.0,0,270105,0,0
1.0,0,36.0,0,270107,0,0
4.0,0,56.0,2,250103,0,0
2.0,0,51.0,0,270202,0,0
5.0,1,58.0,0,270299,0,0
2.0,2,61.0,3,380102,0,0
1.0,2,46.0,4,370199,0,0
1.0,1,41.0,0,270106,0,0
5.0,0,62.0,4,370104,0,0
4.0,1,57.0,0,270103,0,0
5.0,0,31.0,1,240203,0,0
2.0,2,56.0,0,270603,0,0
2.0,2,51.0,0,270603,0,0
1.0,2,46.0,1,240401,0,0
1.0,2,61.0,0,270210,0,0
1.0,2,41.0,4,370602,0,0
3.0,2,46.0,1,240401,0,0
2.0,2,56.0,4,370101,0,0
1.0,2,58.0,4,370602,0,0
1.0,0,61.0,4,370602,0,0
2.0,0,46.0,2,250404,0,0
2.0,1,36.0,0,270203,0,0
3.0,1,36.0,3,380103,0,0
1.0,0,37.0,2,250301,0,0
2.0,1,48.0,0,270299,0,0
1.0,2,37.0,1,240203,0,0
1.0,0,36.0,2,250301,0,0
1.0,0,41.0,0,270103,0,0
3.0,0,36.0,1,240402,0,0
1.0,2,46.0,4,370402,0,0
1.0,2,56.0,0,270106,0,0
1.0,0,36.0,4,370302,0,0
2.0,0,41.0,3,380101,0,0
1.0,0,36.0,0,270106,0,0
1.0,2,31.0,1,240101,0,0
3.0,1,38.0,0,270108,0,0
1.0,0,56.0,0,270401,0,0
1.0,0,32.0,1,240302,0,0
4.0,1,46.0,0,270603,0,0
2.0,0,53.0,0,270106,0,0
1.0,2,33.0,3,380105,0,0
2.0,1,57.0,0,270103,0,0
2.0,2,52.0,1,240302,0,0
1.0,0,41.0,0,270103,0,0
1.0,2,46.0,1,240302,0,0
1.0,1,41.0,0,270106,0,0
1.0,2,46.0,0,270101,0,0
1.0,2,36.0,1,240301,0,0
1.0,2,46.0,1,240101,0,0
3.0,0,66.0,3,380208,0,0
1.0,2,66.0,1,240302,0,0
1.0,0,46.0,0,270307,0,0
1.0,1,51.0,2,250503,0,1
1.0,0,47.0,3,380299,0,0
2.0,1,42.0,0,270101,0,0
2.0,1,43.0,0,270299,0,0
1.0,2,36.0,1,240101,0,0
1.0,0,28.0,0,270101,0,0
4.0,0,57.0,2,250103,0,0
1.0,2,46.0,0,270107,0,0
1.0,2,53.0,3,380104,0,0
3.0,2,47.0,0,270107,0,0
3.0,1,67.0,0,270708,0,0
2.0,0,43.0,0,270105,0,0
1.0,0,67.0,0,270504,0,0
3.0,2,52.0,0,270208,0,0
2.0,2,56.0,0,270103,0,0
1.0,1,43.0,0,270299,0,0
3.0,0,58.0,3,380102,0,0
1.0,1,41.0,0,270106,0,0
1.0,2,52.0,2,250302,0,0
1.0,0,27.0,0,270202,0,1
2.0,2,43.0,0,270199,0,0
1.0,1,36.0,0,270106,0,0
2.0,2,43.0,0,270103,0,0
1.0,0,36.0,0,270107,0,0
5.0,0,41.0,3,380103,0,0
2.0,1,53.0,0,270104,0,0
7.0,0,62.0,2,250301,0,0
2.0,0,41.0,3,380103,0,0
3.0,0,48.0,0,270102,0,0
4.0,2,48.0,1,240401,0,0
1.0,0,36.0,0,270208,0,0
1.0,2,43.0,0,270199,0,0
2.0,0,52.0,2,250204,0,0
1.0,2,36.0,0,270105,0,0
2.0,1,38.0,0,270702,0,0
1.0,0,51.0,0,270205,0,0
2.0,2,43.0,4,370302,0,0
4.0,2,47.0,0,270402,0,0
1.0,1,43.0,0,270299,0,0
3.0,1,37.0,3,380103,0,0
1.0,2,46.0,3,380103,0,0
2.0,2,57.0,4,370101,0,0
1.0,2,46.0,1,240199,0,1
2.0,1,43.0,4,370602,0,0
2.0,0,32.0,2,250201,0,0
1.0,2,52.0,0,270603,0,0
2.0,0,48.0,0,270303,0,0
1.0,2,46.0,1,240201,0,0
1.0,2,46.0,0,270103,0,0
2.0,1,43.0,0,270105,0,0
1.0,0,37.0,0,270106,0,0
3.0,0,53.0,0,270199,0,0
1.0,0,28.0,4,370302,0,0
1.0,1,48.0,0,270199,0,0
1.0,2,56.0,0,270707,0,0
1.0,0,28.0,2,250303,0,0
1.0,2,46.0,1,240203,0,0
1.0,0,53.0,3,380205,0,0
1.0,2,28.0,0,270705,0,0
1.0,2,47.0,0,270106,0,0
1.0,2,43.0,4,370107,0,0
1.0,2,76.0,0,270706,0,1
1.0,0,28.0,0,270103,0,0
1.0,2,46.0,0,270210,0,0
2.0,0,38.0,0,270205,0,0
2.0,2,56.0,0,270103,0,0
1.0,2,42.0,1,240499,0,0
1.0,2,47.0,0,270205,0,0
1.0,0,52.0,3,380205,0,0
3.0,1,52.0,0,270103,0,0
1.0,2,51.0,0,270202,0,1
2.0,1,58.0,3,380101,0,0
1.0,1,56.0,4,370502,0,0
1.0,0,52.0,3,380201,0,0
1.0,2,32.0,2,250103,0,0
2.0,0,37.0,0,270103,0,0
1.0,0,33.0,0,270205,0,0
4.0,0,53.0,2,250605,0,1
2.0,0,48.0,0,270303,0,0
1.0,2,48.0,1,240202,0,0
2.0,1,53.0,0,270199,0,0
3.0,2,62.0,3,380102,0,0
1.0,2,67.0,1,240302,0,0
1.0,0,48.0,4,370101,0,0
1.0,2,28.0,2,250301,0,0
2.0,2,53.0,2,250103,0,0
3.0,1,63.0,3,380206,0,0
1.0,2,42.0,0,270103,0,0
2.0,1,58.0,0,270103,0,0
2.0,1,58.0,0,270199,0,0
1.0,2,46.0,0,270102,0,0
3.0,2,62.0,0,270201,0,0
3.0,0,41.0,3,380103,0,0
3.0,2,46.0,0,270105,0,0
1.0,0,38.0,0,270205,0,0
6.0,2,63.0,1,240499,0,0
3.0,0,43.0,2,250301,0,0
1.0,1,38.0,0,270105,0,0
1.0,2,47.0,2,250199,0,0
3.0,0,67.0,3,380208,0,0
4.0,1,58.0,0,270299,0,0
2.0,2,58.0,0,270201,0,0
1.0,2,46.0,0,270102,0,0
1.0,0,33.0,0,270103,0,0
6.0,1,56.0,3,380199,0,1
3.0,2,52.0,1,240302,0,0
1.0,1,47.0,3,380201,0,0
1.0,0,48.0,4,370601,0,0
3.0,0,48.0,1,240101,0,0
4.0,2,58.0,3,380199,0,0
1.0,2,27.0,1,240201,0,0
2.0,2,58.0,0,270303,0,0
2.0,2,53.0,0,270201,0,0
1.0,1,46.0,0,270106,0,0
2.0,2,43.0,0,270103,0,0
1.0,1,38.0,0,270103,0,0
5.0,0,73.0,3,380107,0,0
1.0,0,27.0,0,270299,0,0
3.0,0,52.0,0,270199,0,0
4.0,1,53.0,0,270299,0,0
1.0,2,46.0,3,380103,0,0
1.0,0,32.0,3,380204,0,0
3.0,1,38.0,3,380103,0,0
1.0,0,32.0,2,250603,0,0
2.0,0,42.0,0,270402,0,0
1.0,0,33.0,3,380207,0,0
1.0,1,37.0,1,240201,0,0
2.0,2,52.0,0,270799,0,0
1.0,2,37.0,1,240301,0,0
1.0,2,67.0,1,240302,0,0
1.0,2,42.0,0,270103,0,0
1.0,0,47.0,4,370601,0,0
1.0,0,57.0,3,380206,0,0
1.0,2,46.0,0,270105,0,0
1.0,0,37.0,0,270106,0,0
4.0,2,63.0,3,380107,0,0
1.0,0,36.0,0,270106,0,0
2.0,2,47.0,1,240401,0,0
2.0,2,48.0,1,240101,0,0
1.0,1,43.0,0,270299,0,0
3.0,2,53.0,0,270103,0,0
1.0,0,41.0,0,270105,0,0
1.0,2,46.0,0,270105,0,0
2.0,0,43.0,0,270105,0,0
2.0,1,43.0,0,270103,0,0
2.0,0,48.0,0,270108,0,0
2.0,1,37.0,3,380207,0,0
1.0,0,38.0,0,270205,0,0
1.0,2,46.0,0,270210,0,0
2.0,2,47.0,0,270103,0,0
2.0,2,57.0,0,270501,0,0
5.0,2,47.0,1,240401,0,0
4.0,1,58.0,0,270299,0,0
1.0,0,47.0,0,270803,0,0
2.0,1,56.0,0,270299,0,0
1.0,2,47.0,0,270105,0,0
3.0,2,57.0,2,250399,0,0
1.0,2,42.0,4,370602,0,0
2.0,0,38.0,0,270205,0,0
6.0,1,58.0,0,270299,0,0
1.0,0,53.0,3,380201,0,0
1.0,1,38.0,3,380201,0,0
2.0,0,52.0,0,270202,0,0
2.0,2,53.0,2,250302,0,0
2.0,0,37.0,1,240301,0,0
1.0,2,27.0,0,270705,0,0
1.0,2,46.0,2,250103,0,0
2.0,2,27.0,1,240301,0,0
4.0,0,57.0,0,270199,0,0
1.0,2,33.0,2,250204,0,0
1.0,2,58.0,3,380107,0,0
3.0,0,57.0,2,250302,0,0
4.0,1,58.0,0,270299,0,0
1.0,0,32.0,1,240302,0,0
2.0,0,42.0,3,380101,0,0
2.0,1,43.0,0,270707,0,0
1.0,2,48.0,1,240502,0,0
6.0,0,57.0,0,270299,0,0
1.0,0,38.0,0,270205,0,0
2.0,0,43.0,0,270103,0,0
