npersons,years_in_uni,oldest_age,field,RFCD.Code.1,midpoint,status
1,2,46,0,270708,0,0
6,0,56,0,270207,0,0
2,2,56,0,270105,0,0
1,1,40,0,270103,0,0
1,0,30,0,270502,0,1
2,1,41,0,270299,0,0
1,0,60,3,380102,0,0
1,0,31,0,270603,0,0
3,1,48,0,270106,0,0
1,2,66,0,270299,0,0
1,2,47,1,240202,0,1
2,2,55,0,270703,0,1
1,2,46,0,270802,0,0
2,1,46,0,270105,0,0
4,2,40,3,380103,0,0
1,2,40,3,380103,0,1
2,2,40,0,270210,0,0
5,2,45,2,250502,0,1
1,2,46,0,270205,0,1
1,0,41,0,270105,0,0
1,0,35,0,270208,0,0
2,0,40,3,380101,0,1
1,2,46,3,380102,0,0
1,0,35,0,270303,0,1
1,0,46,4,370302,0,0
4,2,60,3,380105,0,1
2,1,45,0,270201,0,1
1,1,41,4,370199,0,0
2,0,41,3,380101,0,0
1,0,55,0,270201,0,1
1,2,45,1,240302,0,1
1,2,65,1,240302,0,0
1,2,46,0,270107,0,0
1,0,35,0,270208,0,0
2,0,45,0,270199,0,0
2,0,46,0,270102,0,0
2,0,30,3,380103,0,1
2,0,40,2,250199,0,0
2,1,45,0,270603,0,0
1,0,45,0,270803,0,0
3,1,55,0,270104,0,1
4,1,40,0,270702,0,1
2,2,50,0,270199,0,0
2,2,66,3,380201,0,0
3,2,56,2,250106,0,0
1,0,40,1,240401,0,1
1,2,31,0,270201,0,0
2,0,61,3,380107,0,0
1,0,31,2,250103,0,0
2,2,66,0,270201,0,0
6,2,65,1,240302,0,1
1,0,31,0,270701,0,0
1,0,41,2,250204,0,0
2,2,50,3,380106,0,1
3,1,55,0,270201,0,0
2,0,41,0,270301,0,0
2,2,45,0,270205,0,1
1,2,46,0,270103,0,0
4,2,70,3,380107,0,1
1,2,45,2,250303,0,0
3,0,51,0,270102,0,0
1,0,45,0,270304,0,1
1,0,51,0,270205,0,0
2,1,45,0,270603,0,0
1,0,30,1,240201,0,1
3,2,55,2,250104,0,1
2,0,35,3,380107,0,0
2,2,77,2,250501,0,0
4,2,45,1,240302,0,0
2,0,56,3,380206,0,0
1,2,46,0,270106,0,1
1,0,50,3,380207,0,0
1,0,41,0,270402,0,0
1,0,27,2,250501,0,0
3,2,47,0,270105,0,0
1,0,36,3,380103,0,0
2,1,45,0,270603,0,0
1,1,45,0,270603,0,0
1,2,50,0,270106,0,1
1,0,25,0,270106,0,0
1,1,45,0,270603,0,0
5,2,51,0,270303,0,1
1,2,61,0,270201,0,0
1,2,46,2,250103,0,0
1,1,41,0,270106,0,1
2,1,61,0,270103,0,0
1,0,31,0,270707,0,0
1,2,56,1,240101,0,0
1,2,51,0,270402,0,0
5,2,66,3,380205,0,0
1,2,46,1,240302,0,0
1,2,46,0,270703,0,0
1,1,46,0,270205,0,0
5,0,71,3,380107,0,0
3,0,66,0,270103,0,0
3,0,51,2,250302,0,0
1,2,46,4,370302,0,0
1,0,31,3,380204,0,0
1,1,56,4,370502,0,0
1,2,31,0,270102,0,0
3,2,57,0,270199,0,0
1,0,46,4,370104,0,0
1,2,36,0,270101,0,0
1,1,57,0,270210,0,0
2,0,50,0,270199,0,1
1,0,33,0,270199,0,0
1,0,35,0,270702,0,1
1,0,45,0,270303,0,1
1,0,35,1,240402,0,1
1,0,40,0,270103,0,1
1,0,50,0,270207,0,1
1,1,55,0,270210,0,1
2,0,72,3,380107,0,0
1,0,35,2,250301,0,1
1,1,45,0,270603,0,1
1,2,55,0,270304,0,1
1,2,40,1,240499,0,1
3,2,46,1,240401,0,0
2,1,43,0,270299,0,0
1,2,33,0,270106,0,0
2,1,46,0,270103,0,0
2,1,41,0,270106,0,0
2,2,61,3,380103,0,0
1,1,46,0,270201,0,0
1,2,57,3,380201,0,0
4,0,42,0,270708,0,0
1,0,48,0,270804,0,0
2,2,51,0,270210,0,1
2,2,42,0,270103,0,0
1,1,47,0,270103,0,0
3,2,48,1,240401,0,0
2,1,51,3,380107,0,0
1,1,41,0,270299,0,0
2,0,51,3,380107,0,0
1,0,46,0,270106,0,0
1,0,36,0,270207,0,0
1,1,36,3,380103,0,1
1,0,36,0,270203,0,1
1,0,31,1,240101,0,0
1,2,51,0,270603,0,0
2,0,51,0,270203,0,1
1,2,46,0,270210,0,0
1,0,66,0,270503,0,0
1,0,36,0,270203,0,0
2,2,41,0,270106,0,1
2,2,41,0,270801,0,0
1,0,36,0,270106,0,0
4,1,47,0,270299,0,0
1,0,66,0,270708,0,0
2,2,52,0,270103,0,0
1,2,57,0,270199,0,0
4,0,51,0,270802,0,1
2,0,37,0,270708,0,0
1,0,52,2,250201,0,0
1,1,36,0,270603,0,0
1,2,31,1,240499,0,1
1,1,41,0,270103,0,0
2,0,42,3,380101,0,0
1,0,51,0,270199,0,0
1,2,46,0,270205,0,0
2,0,43,0,270106,0,0
1,0,33,2,250602,0,0
2,2,47,0,270205,0,0
3,2,41,3,380103,0,0
1,0,43,1,240301,0,0
1,0,52,4,370107,0,0
3,1,42,0,270299,0,0
1,2,53,0,270708,0,0
1,0,31,0,270303,0,0
1,1,46,0,270102,0,0
2,0,41,0,270208,0,1
1,1,43,3,380102,0,0
2,1,48,0,270303,0,0
1,1,31,0,270599,0,0
2,2,31,1,240402,0,0
2,0,47,0,270207,0,0
2,2,46,1,240302,0,0
1,0,46,0,270207,0,0
2,0,38,2,250104,0,0
1,0,41,3,380101,0,0
3,0,52,0,270802,0,0
3,2,42,3,380103,0,0
3,1,47,0,270102,0,0
2,1,57,0,270103,0,0
4,2,52,0,270199,0,0
3,0,36,0,270702,0,0
2,2,43,0,270603,0,0
2,2,48,2,250104,0,0
3,2,48,3,380205,0,0
1,1,41,0,270603,0,0
1,0,46,0,270103,0,0
2,1,42,0,270199,0,0
1,2,33,1,240499,0,0
4,1,47,0,270299,0,0
1,0,38,1,240301,0,0
6,2,63,3,380105,0,0
2,2,53,0,270201,0,0
1,0,48,4,370302,0,0
2,2,41,0,270103,0,0
6,0,48,4,370199,0,0
3,1,57,0,270299,0,0
2,2,46,4,370699,0,0
2,2,33,0,270799,0,0
2,0,33,1,240302,0,0
1,2,46,1,240201,0,0
3,1,56,4,370602,0,0
1,2,31,0,270106,0,0
1,0,53,3,380201,0,0
1,2,46,0,270106,0,0
1,2,48,0,270105,0,0
2,1,46,0,270603,0,0
2,0,53,0,270202,0,0
4,1,56,0,270299,0,0
1,1,46,0,270603,0,0
3,1,38,0,270108,0,0
1,0,31,1,240302,0,0
1,0,27,0,270106,0,0
4,1,63,3,380207,0,0
1,2,46,0,270210,0,0
1,0,36,0,270103,0,0
1,2,46,0,270103,0,0
4,2,63,3,380304,0,0
1,0,37,0,270602,0,0
2,0,56,0,270499,0,1
6,0,53,3,380105,0,0
1,2,46,0,270210,0,0
2,0,66,0,270708,0,0
2,2,51,3,380108,0,1
2,2,46,2,250104,0,0
1,1,46,3,380201,0,0
1,2,46,1,240204,0,1
1,2,56,0,270106,0,1
1,2,36,1,240101,0,0
5,1,58,0,270299,0,0
1,0,37,2,250104,0,0
3,2,46,0,270801,0,0
2,2,46,4,370699,0,0
2,0,36,3,380107,0,0
1,0,36,0,270701,0,1
2,0,62,4,370105,0,0
1,0,37,0,270205,0,0
5,0,51,0,270207,0,0
1,0,36,0,270107,0,0
3,2,61,0,270209,0,0
2,0,61,4,370601,0,0
4,2,56,0,270108,0,0
1,0,32,1,240101,0,1
2,0,41,0,270208,0,0
1,2,42,2,250303,0,1
1,2,36,1,240101,0,1
1,0,41,0,270103,0,0
1,2,56,0,270603,0,0
1,1,38,0,270105,0,0
2,2,63,0,270199,0,0
3,2,41,3,380103,0,0
1,2,51,0,270210,0,0
2,2,61,0,270301,0,0
2,1,46,0,270603,0,0
2,0,51,0,270207,0,0
4,2,47,3,380205,0,0
2,0,56,0,270105,0,0
1,0,36,0,270107,0,0
4,0,56,2,250103,0,0
2,0,51,0,270202,0,0
5,1,58,0,270299,0,0
2,2,61,3,380102,0,0
1,2,46,4,370199,0,0
1,1,41,0,270106,0,0
5,0,62,4,370104,0,0
4,1,57,0,270103,0,0
5,0,31,1,240203,0,0
2,2,56,0,270603,0,0
2,2,51,0,270603,0,0
1,2,46,1,240401,0,0
1,2,61,0,270210,0,0
1,2,41,4,370602,0,0
3,2,46,1,240401,0,0
2,2,56,4,370101,0,0
1,2,58,4,370602,0,0
1,0,61,4,370602,0,0
2,0,46,2,250404,0,0
2,1,36,0,270203,0,0
3,1,36,3,380103,0,0
1,0,37,2,250301,0,0
2,1,48,0,270299,0,0
1,2,37,1,240203,0,0
1,0,36,2,250301,0,0
1,0,41,0,270103,0,0
3,0,36,1,240402,0,0
1,2,46,4,370402,0,0
1,2,56,0,270106,0,0
1,0,36,4,370302,0,0
2,0,41,3,380101,0,0
1,0,36,0,270106,0,0
1,2,31,1,240101,0,0
3,1,38,0,270108,0,0
1,0,56,0,270401,0,0
1,0,32,1,240302,0,0
4,1,46,0,270603,0,0
2,0,53,0,270106,0,0
1,2,33,3,380105,0,0
2,1,57,0,270103,0,0
2,2,52,1,240302,0,0
1,0,41,0,270103,0,0
1,2,46,1,240302,0,0
1,1,41,0,270106,0,0
1,2,46,0,270101,0,0
1,2,36,1,240301,0,0
1,2,46,1,240101,0,0
3,0,66,3,380208,0,0
1,2,66,1,240302,0,0
1,0,46,0,270307,0,0
1,1,51,2,250503,0,1
1,0,47,3,380299,0,0
2,1,42,0,270101,0,0
2,1,43,0,270299,0,0
1,2,36,1,240101,0,0
1,0,28,0,270101,0,0
4,0,57,2,250103,0,0
1,2,46,0,270107,0,0
1,2,53,3,380104,0,0
3,2,47,0,270107,0,0
3,1,67,0,270708,0,0
2,0,43,0,270105,0,0
1,0,67,0,270504,0,0
3,2,52,0,270208,0,0
2,2,56,0,270103,0,0
1,1,43,0,270299,0,0
3,0,58,3,380102,0,0
1,1,41,0,270106,0,0
1,2,52,2,250302,0,0
1,0,27,0,270202,0,1
2,2,43,0,270199,0,0
1,1,36,0,270106,0,0
2,2,43,0,270103,0,0
1,0,36,0,270107,0,0
5,0,41,3,380103,0,0
2,1,53,0,270104,0,0
7,0,62,2,250301,0,0
2,0,41,3,380103,0,0
3,0,48,0,270102,0,0
4,2,48,1,240401,0,0
1,0,36,0,270208,0,0
1,2,43,0,270199,0,0
2,0,52,2,250204,0,0
1,2,36,0,270105,0,0
2,1,38,0,270702,0,0
1,0,51,0,270205,0,0
2,2,43,4,370302,0,0
4,2,47,0,270402,0,0
1,1,43,0,270299,0,0
3,1,37,3,380103,0,0
1,2,46,3,380103,0,0
2,2,57,4,370101,0,0
1,2,46,1,240199,0,1
2,1,43,4,370602,0,0
2,0,32,2,250201,0,0
1,2,52,0,270603,0,0
2,0,48,0,270303,0,0
1,2,46,1,240201,0,0
1,2,46,0,270103,0,0
2,1,43,0,270105,0,0
1,0,37,0,270106,0,0
3,0,53,0,270199,0,0
1,0,28,4,370302,0,0
1,1,48,0,270199,0,0
1,2,56,0,270707,0,0
1,0,28,2,250303,0,0
1,2,46,1,240203,0,0
1,0,53,3,380205,0,0
1,2,28,0,270705,0,0
1,2,47,0,270106,0,0
1,2,43,4,370107,0,0
1,2,76,0,270706,0,1
1,0,28,0,270103,0,0
1,2,46,0,270210,0,0
2,0,38,0,270205,0,0
2,2,56,0,270103,0,0
1,2,42,1,240499,0,0
1,2,47,0,270205,0,0
1,0,52,3,380205,0,0
3,1,52,0,270103,0,0
1,2,51,0,270202,0,1
2,1,58,3,380101,0,0
1,1,56,4,370502,0,0
1,0,52,3,380201,0,0
1,2,32,2,250103,0,0
2,0,37,0,270103,0,0
1,0,33,0,270205,0,0
4,0,53,2,250605,0,1
2,0,48,0,270303,0,0
1,2,48,1,240202,0,0
2,1,53,0,270199,0,0
3,2,62,3,380102,0,0
1,2,67,1,240302,0,0
1,0,48,4,370101,0,0
1,2,28,2,250301,0,0
2,2,53,2,250103,0,0
3,1,63,3,380206,0,0
1,2,42,0,270103,0,0
2,1,58,0,270103,0,0
2,1,58,0,270199,0,0
1,2,46,0,270102,0,0
3,2,62,0,270201,0,0
3,0,41,3,380103,0,0
3,2,46,0,270105,0,0
1,0,38,0,270205,0,0
6,2,63,1,240499,0,0
3,0,43,2,250301,0,0
1,1,38,0,270105,0,0
1,2,47,2,250199,0,0
3,0,67,3,380208,0,0
4,1,58,0,270299,0,0
2,2,58,0,270201,0,0
1,2,46,0,270102,0,0
1,0,33,0,270103,0,0
6,1,56,3,380199,0,1
3,2,52,1,240302,0,0
1,1,47,3,380201,0,0
1,0,48,4,370601,0,0
3,0,48,1,240101,0,0
4,2,58,3,380199,0,0
1,2,27,1,240201,0,0
2,2,58,0,270303,0,0
2,2,53,0,270201,0,0
1,1,46,0,270106,0,0
2,2,43,0,270103,0,0
1,1,38,0,270103,0,0
5,0,73,3,380107,0,0
1,0,27,0,270299,0,0
3,0,52,0,270199,0,0
4,1,53,0,270299,0,0
1,2,46,3,380103,0,0
1,0,32,3,380204,0,0
3,1,38,3,380103,0,0
1,0,32,2,250603,0,0
2,0,42,0,270402,0,0
1,0,33,3,380207,0,0
1,1,37,1,240201,0,0
2,2,52,0,270799,0,0
1,2,37,1,240301,0,0
1,2,67,1,240302,0,0
1,2,42,0,270103,0,0
1,0,47,4,370601,0,0
1,0,57,3,380206,0,0
1,2,46,0,270105,0,0
1,0,37,0,270106,0,0
4,2,63,3,380107,0,0
1,0,36,0,270106,0,0
2,2,47,1,240401,0,0
2,2,48,1,240101,0,0
1,1,43,0,270299,0,0
3,2,53,0,270103,0,0
1,0,41,0,270105,0,0
1,2,46,0,270105,0,0
2,0,43,0,270105,0,0
2,1,43,0,270103,0,0
2,0,48,0,270108,0,0
2,1,37,3,380207,0,0
1,0,38,0,270205,0,0
1,2,46,0,270210,0,0
2,2,47,0,270103,0,0
2,2,57,0,270501,0,0
5,2,47,1,240401,0,0
4,1,58,0,270299,0,0
1,0,47,0,270803,0,0
2,1,56,0,270299,0,0
1,2,47,0,270105,0,0
3,2,57,2,250399,0,0
1,2,42,4,370602,0,0
2,0,38,0,270205,0,0
6,1,58,0,270299,0,0
1,0,53,3,380201,0,0
1,1,38,3,380201,0,0
2,0,52,0,270202,0,0
2,2,53,2,250302,0,0
2,0,37,1,240301,0,0
1,2,27,0,270705,0,0
1,2,46,2,250103,0,0
2,2,27,1,240301,0,0
4,0,57,0,270199,0,0
1,2,33,2,250204,0,0
1,2,58,3,380107,0,0
3,0,57,2,250302,0,0
4,1,58,0,270299,0,0
1,0,32,1,240302,0,0
2,0,42,3,380101,0,0
2,1,43,0,270707,0,0
1,2,48,1,240502,0,0
6,0,57,0,270299,0,0
1,0,38,0,270205,0,0
2,0,43,0,270103,0,0
